Lista 2024 - China Contados,,,,,,,,,,,,Lista 2024 - China y Italia No Contados,,,,,,,Lista 2024 - Otros,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Fecha de Llegada,Fabricas,Codigo,Cantidad Pedidos,Cantidad Recibidos,Cantidad de Sacos,,Ratio R/P,Fabricas,Pedidos por Fabricas,Ratio R/P por Fabricas,,Fecha de Llegada,Fabrica,Codigo,Cantidad Pedidos,Cantidad Llegados,Cantidad de Sacos,,Fecha de Llegada,Fabrica,Codigo,Cantidad Pedidos,Cantidad Llegados,Cantidad de Sacos
2024-06-28,뜨게집A11-3,24506#,300,292,3,,"2,67%",,,,,2024-10-06,MISS COCCO,7859,,8,,,,,,,,
2024-06-28,뜨게집A11-3,24511#,317,300,3,,"5,36%",,,,,2024-10-06,MISS COCCO,7878,,14,,,,,,,,
2024-06-28,뜨게집A11-3,24530#,308,300,4,,"2,60%",,,,,2024-10-06,MISS COCCO,7880,,6,,,,,,,,
2024-06-28,이우,807#,600,600,6,,"0,00%",,,,,2024-10-06,MISS COCCO,9367,,4,,,,,,,,
2024-06-28,이우,508#,800,800,8,,"0,00%",,,,,2024-10-06,MISS COCCO,7759CEL,,4,,,,,,,,
2024-07-15,청바지집,24603#,586,500,6,,"14,68%",,,,,2024-10-06,MISS COCCO,H1737,,8,,,,,,,,
2024-07-15,커춘,24590#,307,300,6,,"2,28%",,,,,2024-10-05,MISS Z,68352,,80,,,,,,,,
2024-07-15,9248,22088#,2.800,2.800,14,,"0,00%",,,,,2024-10-05,MISS Z,68629,,4,,,,,,,,
2024-07-15,9248,22085#,1.900,1.900,9,,"0,00%",,,,,2024-10-05,MISS Z,69318,,14,,,,,,,,
2024-07-15,9248,2426#,250,250,1,,"0,00%",,,,,2024-10-05,MISS Z,69414,,49,,,,,,,,
2024-07-15,9248,2388#,380,380,2,,"0,00%",,,,,2024-10-05,MISS Z,69435,,74,,,,,,,,
2024-07-15,9248,6614#,300,300,1,,"0,00%",,,,,2024-10-05,MISS Z,69445,,69,,,,,,,,
2024-07-15,9248,9001-1#,800,800,5,,"0,00%",,,,,2024-10-05,MISS Z,69445,,38,,,,,,,,
2024-07-15,9248,QN12#,400,400,10,,"0,00%",,,,,2024-10-05,OHLALA,8309,,101,,,,,,,,
2024-07-15,9248,SH12#,400,400,10,,"0,00%",,,,,2024-10-05,OHLALA,8315,,46,,,,,,,,
2024-07-15,9248,BG12#,260,260,6,,"0,00%",,,,,2024-10-05,OHLALA,9060,,210,,,,,,,,
2024-07-15,9248,LK12#,240,240,3,,"0,00%",,,,,2024-10-05,OHLALA,9090,,15,,,,,,,,
2024-07-15,9248,166#,500,500,3,,"0,00%",,,,,2024-10-05,OHLALA,9093,,30,,,,,,,,
2024-07-15,9248,723#,450,450,2,,"0,00%",,,,,2024-10-05,OHLALA,152031,,60,,,,,,,,
2024-07-15,9248,8065#,800,800,8,,"0,00%",,,,,2024-10-05,Alise,alisebags,,2,,,,,,,,
2024-07-15,9248,H3#,200,200,2,,"0,00%",,,,,2024-10-05,Alise,1703,,2,,,,,,,,
2024-07-15,9248,0089W,200,200,2,,"0,00%",,,,,2024-10-05,Alise,6625,,5,,,,,,,,
2024-07-15,9248,0089m,200,200,2,,"0,00%",,,,,2024-10-05,Alise,6625,,5,,,,,,,,
2024-07-15,9248,YN4391,200,200,2,,"0,00%",,,,,2024-10-05,Alise,6934,,5,,,,,,,,
2024-07-15,9248,YN4393,100,100,1,,"0,00%",,,,,2024-10-05,Livans,89726,,4,,,,,,,,
2024-07-15,9248,YN4393,50,50,1,,"0,00%",,,,,2024-10-05,Livans,89352,,4,,,,,,,,
2024-07-15,9248,YN4394,50,50,1,,"0,00%",,,,,2024-10-05,Livans,81630,,4,,,,,,,,
2024-07-15,9248,YN4395,200,200,2,,"0,00%",,,,,2024-10-05,Livans,8017,,2,,,,,,,,
2024-07-15,9248,m1#,200,200,2,,"0,00%",,,,,2024-10-05,Livans,8286,,4,,,,,,,,
2024-07-15,9248,m2#,200,200,2,,"0,00%",,,,,2024-10-05,Livans,T01,,7,,,,,,,,
2024-07-15,9248,T01#,10,10,1,,"0,00%",,,,,2024-10-05,Livans,89721,,9,,,,,,,,
2024-07-26,판위왕,22133#,600,555,4,,"7,50%",,,,,2024-10-05,Zetaotto,818721,,6,,,,,,,,
2024-07-26,판위왕,24559#,618,600,4,,"2,91%",,,,,2024-10-05,Zetaotto,13332,,4,,,,,,,,
2024-07-26,판위왕,24561#,627,600,4,,"4,31%",,,,,2024-10-05,Zetaotto,13669,,6,,,,,,,,
2024-07-26,판위왕,24563#,305,300,3,,"1,64%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24564#,400,354,5,,"11,50%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24565#,333,300,4,,"9,91%",,,,,,,,,,160,,,,,,,
2024-07-26,판위왕,24566#,322,300,3,,"6,83%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24569#,323,300,5,,"7,12%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24570#,532,500,8,,"6,02%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24572#,312,300,3,,"3,85%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24573#,328,300,3,,"8,54%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24574#,314,300,4,,"4,46%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24575#,324,300,4,,"7,41%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24576#,312,300,5,,"3,85%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,22947#,367,350,9,,"4,63%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24597#,319,300,6,,"5,96%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24598#,300,292,3,,"2,67%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24599#,314,300,3,,"4,46%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24600#,300,278,5,,"7,33%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24601#,309,300,4,,"2,91%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,23609#,300,300,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24608#,400,395,6,,"1,25%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,23511#,431,400,9,,"7,19%",,,,,,,,,,,,,,,,,
2024-07-26,판위왕,24613#,450,432,4,,"4,00%",,,,,,,,,,,,,,,,,
2024-07-26,파티집,24514#,120,120,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,파티집,24515#,310,300,3,,"3,23%",,,,,,,,,,,,,,,,,
2024-07-26,파티집,24516#,200,199,2,,"0,50%",,,,,,,,,,,,,,,,,
2024-07-26,파티집,24551#,200,200,1,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,파티집,24552#,200,198,2,,"1,00%",,,,,,,,,,,,,,,,,
2024-07-26,파티집,24594#,200,200,1,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,파티집,24595#,120,120,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,해주공장,24596#,450,392,4,,"12,89%",,,,,,,,,,,,,,,,,
2024-07-26,해주공장,22151#,413,400,5,,"3,15%",,,,,,,,,,,,,,,,,
2024-07-26,커춘,23973#,1.110,1.100,45,,"0,90%",,,,,,,,,,,,,,,,,
2024-07-26,신대지168,21098#,307,300,2,,"2,28%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24531#,614,600,4,,"2,28%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24532#,478,458,6,,"4,18%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24533#,505,500,5,,"0,99%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24534#,670,574,3,,"14,33%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24535#,569,500,2,,"12,13%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24539#,605,600,7,,"0,83%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24541#,400,395,5,,"1,25%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24542#,415,400,7,,"3,61%",,,,,,,,,,,,,,,,,
2024-07-26,D70,24544#,557,500,6,,"10,23%",,,,,,,,,,,,,,,,,
2024-07-26,잉그,24584#,329,300,7,,"8,81%",,,,,,,,,,,,,,,,,
2024-07-26,지하A36-2,24605#,319,319,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,판위팡,24606#,669,600,4,,"10,31%",,,,,,,,,,,,,,,,,
2024-07-26,판위팡,24607#,415,360,3,,"13,25%",,,,,,,,,,,,,,,,,
2024-07-26,판위팡,24615#,1.472,1.400,5,,"4,89%",,,,,,,,,,,,,,,,,
2024-07-26,지하78-2,24610#,311,300,4,,"3,54%",,,,,,,,,,,,,,,,,
2024-07-26,지하78-2,24611#,342,300,6,,"12,28%",,,,,,,,,,,,,,,,,
2024-07-26,YA,24609#,450,396,2,,"12,00%",,,,,,,,,,,,,,,,,
2024-07-26,YA,24612#,300,275,2,,"8,33%",,,,,,,,,,,,,,,,,
2024-07-26,뜨게집,24504#,344,300,4,,"12,79%",,,,,,,,,,,,,,,,,
2024-07-26,뜨게집,24506#,408,400,4,,"1,96%",,,,,,,,,,,,,,,,,
2024-07-26,뜨게집,24509#,311,300,3,,"3,54%",,,,,,,,,,,,,,,,,
2024-07-26,뜨게집,24510#,300,265,9,,"11,67%",,,,,,,,,,,,,,,,,
2024-07-26,이우,723#,1.500,1.500,7,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,이우,0128-1#,2.000,2.000,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,이우,0128-3#,2.000,2.000,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,이우,0128-4#,2.000,2.000,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,이우,0128-5#,2.000,2.000,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,이우,0128-2#,1.000,1.000,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,이우,YN5140#,1.050,1.050,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-07-26,이우,YN88714#,2.000,2.000,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,지하A11,24503#,313,300,3,,"4,15%",,,,,,,,,,,,,,,,,
2024-08-16,지하A11,24507#,300,288,2,,"4,00%",,,,,,,,,,,,,,,,,
2024-08-16,지하A11,24508#,480,455,4,,"5,21%",,,,,,,,,,,,,,,,,
2024-08-16,지하A11,24632#,400,398,14,,"0,50%",,,,,,,,,,,,,,,,,
2024-08-16,지하A11,24633#,400,400,4,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,판위왕,24589#,420,400,5,,"4,76%",,,,,,,,,,,,,,,,,
2024-08-16,판위왕,24614#,400,375,7,,"6,25%",,,,,,,,,,,,,,,,,
2024-08-16,판위왕,24627#,450,425,3,,"5,56%",,,,,,,,,,,,,,,,,
2024-08-16,판위왕,23954#,796,700,17,,"12,06%",,,,,,,,,,,,,,,,,
2024-08-16,판위왕,24640#,400,381,4,,"4,75%",,,,,,,,,,,,,,,,,
2024-08-16,판위왕,24648#,330,300,4,,"9,09%",,,,,,,,,,,,,,,,,
2024-08-16,판위왕,24650#,421,400,4,,"4,99%",,,,,,,,,,,,,,,,,
2024-08-16,커춘,24616#,560,531,5,,"5,18%",,,,,,,,,,,,,,,,,
2024-08-16,커춘,24617#,728,640,6,,"12,09%",,,,,,,,,,,,,,,,,
2024-08-16,커춘,24618#,540,463,5,,"14,26%",,,,,,,,,,,,,,,,,
2024-08-16,커춘,24619#,620,535,6,,"13,71%",,,,,,,,,,,,,,,,,
2024-08-16,커춘,24306#,758,660,22,,"12,93%",,,,,,,,,,,,,,,,,
2024-08-16,커춘,24642#,620,609,5,,"1,77%",,,,,,,,,,,,,,,,,
2024-08-16,커춘,24643#,620,589,5,,"5,00%",,,,,,,,,,,,,,,,,
2024-08-16,해주공장,23920#,517,450,5,,"12,96%",,,,,,,,,,,,,,,,,
2024-08-16,D70,23926#,659,600,13,,"8,95%",,,,,,,,,,,,,,,,,
2024-08-16,D70,24638#,431,400,2,,"7,19%",,,,,,,,,,,,,,,,,
2024-08-16,D70,24645#,617,600,6,,"2,76%",,,,,,,,,,,,,,,,,
2024-08-16,판위팡,24308#,1.735,1.660,17,,"4,32%",,,,,,,,,,,,,,,,,
2024-08-16,판위팡,24558#,1.182,1.080,7,,"8,63%",,,,,,,,,,,,,,,,,
2024-08-16,지하D117,24559#,503,483,4,,"3,98%",,,,,,,,,,,,,,,,,
2024-08-16,신대지180,24629#,487,487,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,신대지180,24630#,480,480,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,신대지180,24631#,480,480,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,신대지180,24641#,600,600,6,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,YA,24635#,602,600,3,,"0,33%",,,,,,,,,,,,,,,,,
2024-08-16,YA,24636#,600,578,3,,"3,67%",,,,,,,,,,,,,,,,,
2024-08-16,YA,24637#,676,650,3,,"3,85%",,,,,,,,,,,,,,,,,
2024-08-16,청바지집,24634#,600,600,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8192#,50,49,1,,"2,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8190#,50,49,1,,"2,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8167#,50,49,1,,"2,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8171#,50,49,1,,"2,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8152#,50,48,1,,"4,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,2536#,75,70,5,,"6,67%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8202#,50,48,2,,"4,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8212#,50,50,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8178#,50,50,1,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8072#,50,50,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8275#,50,47,1,,"6,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8158#,50,48,1,,"4,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8193#,50,50,1,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8169#,50,50,1,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8085#,47,47,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8079#,47,47,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,8075#,50,48,2,,"4,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑여자집,2529#,110,107,8,,"2,73%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,6589#,130,128,7,,"1,54%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,9003#,140,139,3,,"0,71%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,5699#,120,116,5,,"3,33%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,8088#,90,88,4,,"2,22%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,7008#,140,140,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,3266#,59,58,3,,"1,69%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,9296#,400,394,13,,"1,50%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,2007#,120,120,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,7706#,57,55,2,,"3,51%",,,,,,,,,,,,,,,,,
2024-08-16,따랑남자집,9286#,180,177,3,,"1,67%",,,,,,,,,,,,,,,,,
2024-08-16,이우,8285#,1.200,1.200,6,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,이우,9013#,1.200,1.200,6,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,이우,9014#,900,900,4,,"0,00%",,,,,,,,,,,,,,,,,
2024-08-16,이우,S90#,800,800,4,,"0,00%",,,,,,,,,,,,,,,,,
2024-09-14,커춘,24620#,398,390,13,,"2,01%",,,,,,,,,,,,,,,,,
2024-09-14,커춘,24621#,398,390,13,,"2,01%",,,,,,,,,,,,,,,,,
2024-09-14,커춘,24622#,389,380,11,,"2,31%",,,,,,,,,,,,,,,,,
2024-09-14,커춘,24623#,393,390,13,,"0,76%",,,,,,,,,,,,,,,,,
2024-09-14,커춘,24625#,391,390,12,,"0,26%",,,,,,,,,,,,,,,,,
2024-09-14,커춘,24626#,390,389,15,,"0,26%",,,,,,,,,,,,,,,,,
2024-09-14,커춘,24652#,360,359,12,,"0,28%",,,,,,,,,,,,,,,,,
2024-09-14,D70,24644#,634,600,21,,"5,36%",,,,,,,,,,,,,,,,,
2024-09-14,D70,24646#,600,596,15,,"0,67%",,,,,,,,,,,,,,,,,
2024-09-14,D70,24321#,819,810,12,,"1,10%",,,,,,,,,,,,,,,,,
2024-09-14,D70,24663#,654,600,11,,"8,26%",,,,,,,,,,,,,,,,,
2024-09-14,D70,24519#,543,500,18,,"7,92%",,,,,,,,,,,,,,,,,
2024-09-14,YA,24649#,481,467,5,,"2,91%",,,,,,,,,,,,,,,,,
2024-09-14,파티집,22950#,209,200,4,,"4,31%",,,,,,,,,,,,,,,,,
2024-09-14,파티집,1023#,200,197,4,,"1,50%",,,,,,,,,,,,,,,,,
2024-09-14,해주공장,23940#,760,745,7,,"1,97%",,,,,,,,,,,,,,,,,
2024-09-14,해주공장,24311#,1.055,1.000,9,,"5,21%",,,,,,,,,,,,,,,,,
2024-09-14,잉그,24654#,616,560,9,,"9,09%",,,,,,,,,,,,,,,,,
2024-09-14,잉그,24661#,500,473,6,,"5,40%",,,,,,,,,,,,,,,,,
2024-09-14,판위왕,24655#,328,326,5,,"0,61%",,,,,,,,,,,,,,,,,
2024-09-14,판위왕,24656#,550,533,9,,"3,09%",,,,,,,,,,,,,,,,,
2024-09-14,판위왕,24657#,321,300,7,,"6,54%",,,,,,,,,,,,,,,,,
2024-09-14,판위왕,24658#,568,550,10,,"3,17%",,,,,,,,,,,,,,,,,
2024-09-14,판위왕,24659#,318,300,7,,"5,66%",,,,,,,,,,,,,,,,,
2024-09-14,판위왕,24660#,550,546,9,,"0,73%",,,,,,,,,,,,,,,,,
2024-09-14,판위왕,24669#,400,386,9,,"3,50%",,,,,,,,,,,,,,,,,
2024-09-14,판위팡,24665#,900,878,3,,"2,44%",,,,,,,,,,,,,,,,,
2024-10-11,신대지168,22161#,300,298,15,,"0,67%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,24545#,703,703,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,22909#,200,200,6,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,24547#,400,400,10,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,24546#,400,400,20,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,24548#,850,850,16,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,22913#,2.000,2.000,23,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,24549#,517,517,12,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,24675#,400,400,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,신대지180,22912#,2.000,2.000,40,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,판위왕,24901#,1.060,1.060,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,판위왕,24671#,629,629,18,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,파티집,24686#,255,250,2,,"1,96%",,,,,,,,,,,,,,,,,
2024-10-11,파티집,24685#,254,250,2,,"1,57%",,,,,,,,,,,,,,,,,
2024-10-11,파티집,24687#,301,300,4,,"0,33%",,,,,,,,,,,,,,,,,
2024-10-11,뜨게집,24506#,615,600,7,,"2,44%",,,,,,,,,,,,,,,,,
2024-10-11,해주공장,23912#,502,502,4,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,해주공장,23913#,500,500,7,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,해주공장,23913-1#,400,400,6,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,해주공장,21127#,804,804,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,커춘,24668#,400,362,15,,"9,50%",,,,,,,,,,,,,,,,,
2024-10-11,커춘,24651#,480,470,14,,"2,08%",,,,,,,,,,,,,,,,,
2024-10-11,커춘,24653#,406,400,14,,"1,48%",,,,,,,,,,,,,,,,,
2024-10-11,커춘,24689#,482,480,16,,"0,41%",,,,,,,,,,,,,,,,,
2024-10-11,커춘,24678#,311,300,5,,"3,54%",,,,,,,,,,,,,,,,,
2024-10-11,D70,24674#,467,453,12,,"3,00%",,,,,,,,,,,,,,,,,
2024-10-11,D70,24673#,801,751,20,,"6,24%",,,,,,,,,,,,,,,,,
2024-10-11,따랑63호,723#,589,580,20,,"1,53%",,,,,,,,,,,,,,,,,
2024-10-11,따랑63호,2133#,113,113,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,따랑43호,9035#,379,360,12,,"5,01%",,,,,,,,,,,,,,,,,
2024-10-11,3-37#,661111#,60,60,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,3-37#,661196#,80,80,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,2-27#,9142#,50,49,2,,"2,00%",,,,,,,,,,,,,,,,,
2024-10-11,2-27#,6837#,50,50,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,2-27#,6840#,30,30,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,2-27#,6876#,40,40,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,2-27#,6877#,24,22,1,,"8,33%",,,,,,,,,,,,,,,,,
2024-10-11,SH,F9801#,60,60,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,SH,77#,120,120,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32680,m002#,1.500,1.500,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32680,m003#,1.500,1.500,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32680,m004#,1.500,1.500,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32680,m001#,1.000,1.000,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,25512#,2.000,2.000,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,68101#,500,500,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,8003#,500,500,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,405#,1.400,1.400,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,6108#,2.100,2.100,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,86514#,700,700,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,25502#,700,700,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,41500#,1.050,1.050,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,40702#,700,700,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,40701#,1.050,1.050,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,40901#,1.400,1.400,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,40808#,700,700,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,41701#,900,900,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,41703#,900,900,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,8607#,900,900,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,40020#,600,600,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,40016#,1.050,1.050,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,40704#,1.050,1.050,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,6108C#,1.050,1.050,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32724,41004#,1.050,1.050,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32766,8813#,600,600,10,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32766,8827#,440,440,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32766,601#,700,700,12,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32766,7010#,700,700,18,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32766,SL003#,360,360,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,32766,SL003# GOLD/SILVER,240,240,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,B07#,800,800,6,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,B07# ROSEGOLD,400,400,4,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,FT,mZF01#,510,510,10,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,B240#,500,500,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,11616-2#,700,700,14,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,11616-3#,600,600,12,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,P23-15#,550,550,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,H1#,200,200,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,H2#,300,300,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,203#,1.500,1.430,10,,"4,67%",,,,,,,,,,,,,,,,,
2024-10-11,null,2318#,550,550,10,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,3001#,700,700,14,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,24202#,550,550,11,,"0,00%",,,,,,,,,,,,,,,,,
2024-10-11,null,24201#,600,600,12,,"0,00%",,,,,,,,,,,,,,,,,
2024-11-08,판위왕,24666#,426,426,18,,"0,00%",,,,,,,,,,,,,,,,,
2024-11-08,판위왕,24670#,352,352,9,,"0,00%",,,,,,,,,,,,,,,,,
2024-11-08,판위왕,23002#,431,431,9,,"0,00%",,,,,,,,,,,,,,,,,
2024-11-08,판위왕,24669#,357,357,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-11-08,판위왕,24695#,460,460,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-11-08,지하83-1A,241014#,450,429,4,,"4,67%",,,,,,,,,,,,,,,,,
2024-11-08,잉그,24696#,850,850,12,,"0,00%",,,,,,,,,,,,,,,,,
2024-11-08,시골집,104-1#,3.250,3.090,46,,"4,92%",,,,,,,,,,,,,,,,,
2024-11-08,지하A55,24690#,400,392,10,,"2,00%",,,,,,,,,,,,,,,,,
2024-11-08,YA,24555#,600,600,3,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,신대지168,24684#,500,441,17,,"11,80%",,,,,,,,,,,,,,,,,
2024-12-06,신대지168,241040#,500,499,25,,"0,20%",,,,,,,,,,,,,,,,,
2024-12-06,커춘,24692#,400,362,20,,"9,50%",,,,,,,,,,,,,,,,,
2024-12-06,커춘,23973A#,1.122,1.100,45,,"1,96%",,,,,,,,,,,,,,,,,
2024-12-06,커춘,24697#,400,389,4,,"2,75%",,,,,,,,,,,,,,,,,
